id_reg;blogger_label;time_reg
10035700;blogger2;13.07.2022
10034778;blogger4;19.07.2022
10038453;blogger3;15.07.2022
10036648;blogger4;19.07.2022
10037207;blogger4;19.07.2022
10034998;blogger1;26.07.2022
10039101;blogger1;19.07.2022
10034616;blogger4;19.07.2022
10038521;blogger3;15.07.2022
10039201;blogger1;07.07.2022
10039455;blogger1;07.07.2022
10037676;blogger1;07.07.2022
10039346;blogger2;13.07.2022
10035114;blogger1;26.07.2022
10038720;blogger1;10.07.2022
10038139;blogger4;19.07.2022
10035686;blogger4;19.07.2022
10034875;blogger1;14.07.2022
10035654;blogger4;19.07.2022
10035158;blogger4;19.07.2022
10037459;blogger4;19.07.2022
10038396;blogger4;19.07.2022
10039763;blogger3;27.07.2022
10036030;blogger1;06.07.2022
10038849;blogger4;19.07.2022
10038127;blogger1;17.07.2022
10038824;blogger1;22.07.2022
10038642;blogger1;16.07.2022
10038588;blogger1;25.07.2022
10034974;blogger4;19.07.2022
10037820;blogger4;19.07.2022
10039728;blogger2;25.07.2022
10036164;blogger4;19.07.2022
10036277;blogger4;19.07.2022
10039577;blogger3;08.07.2022
10035652;blogger1;05.07.2022
10035563;blogger4;19.07.2022
10035318;blogger2;27.07.2022
10035524;blogger1;14.07.2022
10037607;blogger1;24.07.2022
10035457;blogger3;16.07.2022
10037158;blogger4;19.07.2022
10036733;blogger2;13.07.2022
10039799;blogger4;19.07.2022
10036086;blogger1;05.07.2022
10038155;blogger3;25.07.2022
10036775;blogger1;12.07.2022
10036949;blogger4;19.07.2022
10038307;blogger2;17.07.2022
10039461;blogger4;19.07.2022
10038818;blogger4;19.07.2022
10036699;blogger1;13.07.2022
10039793;blogger4;19.07.2022
10039222;blogger4;19.07.2022
10035162;blogger3;21.07.2022
10038171;blogger2;18.07.2022
10035849;blogger3;27.07.2022
10038025;blogger2;28.07.2022
10036230;blogger4;19.07.2022
10038930;blogger1;26.07.2022
10036042;blogger1;24.07.2022
10037481;blogger3;11.07.2022
10038126;blogger2;15.07.2022
10035030;blogger1;21.07.2022
10036296;blogger4;19.07.2022
10035936;blogger1;28.07.2022
10034900;blogger1;13.07.2022
10038968;blogger1;22.07.2022
10035721;blogger1;28.07.2022
10037542;blogger1;06.07.2022
10039145;blogger4;19.07.2022
10037490;blogger1;22.07.2022
10036255;blogger4;19.07.2022
10035833;blogger2;09.07.2022
10035865;blogger1;11.07.2022
10035824;blogger4;19.07.2022
10035631;blogger4;19.07.2022
10035581;blogger4;19.07.2022
10039197;blogger1;05.07.2022
10037906;blogger4;19.07.2022
10035999;blogger1;11.07.2022
10036139;blogger3;15.07.2022
10035798;blogger4;19.07.2022
10036774;blogger4;19.07.2022
10039186;blogger4;19.07.2022
10038015;blogger4;19.07.2022
10036650;blogger4;19.07.2022
10036995;blogger1;02.07.2022
10036443;blogger1;30.07.2022
10035184;blogger1;09.07.2022
10038927;blogger2;17.07.2022
10039717;blogger1;29.07.2022
10037672;blogger4;19.07.2022
10035266;blogger1;15.07.2022
10036515;blogger3;08.07.2022
10037540;blogger1;24.07.2022
10035666;blogger1;05.07.2022
10034670;blogger4;19.07.2022
10037202;blogger1;12.07.2022
10038659;blogger4;19.07.2022
10036942;blogger1;21.07.2022
10036723;blogger4;19.07.2022
10034793;blogger2;01.07.2022
10037658;blogger4;19.07.2022
10036289;blogger4;19.07.2022
10036841;blogger3;26.07.2022
10034661;blogger3;28.07.2022
10037788;blogger2;25.07.2022
10036760;blogger1;24.07.2022
10039589;blogger4;19.07.2022
10035059;blogger1;24.07.2022
10036911;blogger1;11.07.2022
10039540;blogger1;24.07.2022
10034931;blogger1;13.07.2022
10035477;blogger4;19.07.2022
10038556;blogger3;10.07.2022
10035211;blogger1;25.07.2022
10039376;blogger3;12.07.2022
10039612;blogger3;18.07.2022
10035010;blogger1;08.07.2022
10036896;blogger1;03.07.2022
10034592;blogger3;16.07.2022
10036434;blogger4;19.07.2022
10039116;blogger1;07.07.2022
10035567;blogger3;03.07.2022
10035424;blogger2;24.07.2022
10034832;blogger4;19.07.2022
10034728;blogger1;02.07.2022
10037447;blogger1;18.07.2022
10038066;blogger1;26.07.2022
10039436;blogger1;26.07.2022
10038937;blogger4;19.07.2022
10034610;blogger4;19.07.2022
10036877;blogger4;19.07.2022
10036895;blogger4;19.07.2022
10038004;blogger2;25.07.2022
10037800;blogger4;19.07.2022
10038204;blogger1;08.07.2022
10034789;blogger1;19.07.2022
10038881;blogger4;19.07.2022
10038539;blogger4;19.07.2022
10039004;blogger1;26.07.2022
10039103;blogger1;24.07.2022
10036068;blogger4;19.07.2022
10036851;blogger4;19.07.2022
10038523;blogger1;18.07.2022
10034770;blogger2;07.07.2022
10035862;blogger3;19.07.2022
10035555;blogger1;25.07.2022
10038630;blogger3;09.07.2022
10037392;blogger2;18.07.2022
10036787;blogger4;19.07.2022
10037148;blogger2;13.07.2022
10037899;blogger4;19.07.2022
10035680;blogger2;06.07.2022
10038404;blogger3;19.07.2022
10037303;blogger4;19.07.2022
10036292;blogger3;29.07.2022
10039762;blogger4;19.07.2022
10037144;blogger1;12.07.2022
10037712;blogger3;12.07.2022
10038124;blogger3;07.07.2022
10035826;blogger4;19.07.2022
10035547;blogger4;19.07.2022
10035312;blogger4;19.07.2022
10039514;blogger3;02.07.2022
10034595;blogger4;19.07.2022
10037982;blogger1;08.07.2022
10039522;blogger1;27.07.2022
10037838;blogger4;19.07.2022
10036186;blogger2;23.07.2022
10034870;blogger3;04.07.2022
10038668;blogger4;19.07.2022
10035120;blogger4;19.07.2022
10036907;blogger4;19.07.2022
10037237;blogger4;19.07.2022
10037566;blogger1;22.07.2022
10037350;blogger2;11.07.2022
10036148;blogger2;22.07.2022
10039532;blogger1;14.07.2022
10037962;blogger1;19.07.2022
10038050;blogger4;19.07.2022
10039447;blogger2;12.07.2022
10035565;blogger3;28.07.2022
10037378;blogger4;19.07.2022
10036308;blogger3;18.07.2022
10039217;blogger2;04.07.2022
10034850;blogger4;19.07.2022
10034819;blogger3;11.07.2022
10037541;blogger3;12.07.2022
10037803;blogger2;02.07.2022
10039412;blogger4;19.07.2022
10036666;blogger3;22.07.2022
10038484;blogger2;10.07.2022
10039258;blogger2;22.07.2022
10035883;blogger4;19.07.2022
10039338;blogger4;19.07.2022
10039487;blogger2;04.07.2022
10038984;blogger2;06.07.2022
10034865;blogger3;17.07.2022
10037751;blogger4;19.07.2022
10038765;blogger4;19.07.2022
10037799;blogger2;14.07.2022
10039120;blogger4;19.07.2022
10036008;blogger1;13.07.2022
10039343;blogger1;24.07.2022
10038545;blogger2;03.07.2022
10037421;blogger4;19.07.2022
10038441;blogger1;10.07.2022
10038379;blogger4;19.07.2022
10038533;blogger4;19.07.2022
10036000;blogger2;06.07.2022
10039295;blogger4;19.07.2022
10036197;blogger4;19.07.2022
10038314;blogger4;19.07.2022
10037861;blogger1;03.07.2022
10034859;blogger4;19.07.2022
10038489;blogger4;19.07.2022
10036954;blogger1;29.07.2022
10036800;blogger1;02.07.2022
10038730;blogger4;19.07.2022
10038168;blogger1;15.07.2022
10039616;blogger2;24.07.2022
10038558;blogger1;16.07.2022
10034693;blogger3;12.07.2022
10038768;blogger1;13.07.2022
10039060;blogger4;19.07.2022
10036617;blogger4;19.07.2022
10036196;blogger4;19.07.2022
10037760;blogger3;01.07.2022
10035230;blogger1;25.07.2022
10039257;blogger3;24.07.2022
10039136;blogger2;27.07.2022
10039752;blogger2;28.07.2022
10037221;blogger3;04.07.2022
10038550;blogger2;24.07.2022
10037276;blogger1;04.07.2022
10037773;blogger4;19.07.2022
10038540;blogger2;29.07.2022
10039445;blogger4;19.07.2022
10037386;blogger2;24.07.2022
10037120;blogger4;19.07.2022
10036065;blogger3;10.07.2022
10037247;blogger4;19.07.2022
10036503;blogger1;29.07.2022
10039750;blogger2;21.07.2022
10036265;blogger3;07.07.2022
10034962;blogger3;24.07.2022
10035469;blogger4;19.07.2022
10037478;blogger1;18.07.2022
10039564;blogger1;04.07.2022
10037494;blogger2;09.07.2022
10035904;blogger2;23.07.2022
10034925;blogger4;19.07.2022
10039363;blogger3;06.07.2022
10038560;blogger1;09.07.2022
10039014;blogger1;23.07.2022
10037050;blogger3;23.07.2022
10039327;blogger1;03.07.2022
10037752;blogger4;19.07.2022
10037372;blogger4;19.07.2022
10035148;blogger1;14.07.2022
10037814;blogger2;07.07.2022
10035612;blogger3;06.07.2022
10039314;blogger4;19.07.2022
10039015;blogger1;26.07.2022
10034863;blogger4;19.07.2022
10036089;blogger4;19.07.2022
10038289;blogger1;14.07.2022
10039083;blogger2;19.07.2022
10034940;blogger2;07.07.2022
10036871;blogger4;19.07.2022
10038016;blogger2;18.07.2022
10039485;blogger1;21.07.2022
10034866;blogger2;06.07.2022
10035254;blogger4;19.07.2022
10039519;blogger4;19.07.2022
10037693;blogger2;01.07.2022
10035917;blogger3;21.07.2022
10035124;blogger1;30.07.2022
10035106;blogger1;27.07.2022
10038657;blogger3;17.07.2022
10038938;blogger3;07.07.2022
10039737;blogger1;14.07.2022
10035383;blogger3;07.07.2022
10034808;blogger4;19.07.2022
10035248;blogger3;20.07.2022
10039795;blogger2;25.07.2022
10038063;blogger3;20.07.2022
10035676;blogger1;03.07.2022
10039305;blogger2;14.07.2022
10038181;blogger2;06.07.2022
10039282;blogger4;19.07.2022
10037580;blogger1;10.07.2022
10039372;blogger1;26.07.2022
10037662;blogger1;03.07.2022
10039294;blogger1;30.07.2022
10038707;blogger1;06.07.2022
10037808;blogger1;01.07.2022
10036867;blogger4;19.07.2022
10034583;blogger4;19.07.2022
10036559;blogger4;19.07.2022
10038996;blogger2;03.07.2022
10036786;blogger1;01.07.2022
10039682;blogger4;19.07.2022
10038912;blogger1;13.07.2022
10037860;blogger4;19.07.2022
10039328;blogger4;19.07.2022
10038424;blogger3;25.07.2022
10036126;blogger2;16.07.2022
10036730;blogger4;19.07.2022
10038522;blogger1;24.07.2022
10039252;blogger4;19.07.2022
10037382;blogger3;12.07.2022
10037222;blogger3;20.07.2022
10039364;blogger4;19.07.2022
10037430;blogger4;19.07.2022
10039075;blogger3;08.07.2022
10035921;blogger4;19.07.2022
10038774;blogger4;19.07.2022
10035373;blogger4;19.07.2022
10039691;blogger4;19.07.2022
10035749;blogger4;19.07.2022
10035554;blogger1;21.07.2022
10035390;blogger4;19.07.2022
10039569;blogger4;19.07.2022
10037511;blogger1;16.07.2022
10038980;blogger4;19.07.2022
10039063;blogger1;05.07.2022
10035183;blogger4;19.07.2022
10034971;blogger4;19.07.2022
10037094;blogger4;19.07.2022
10038347;blogger1;03.07.2022
10036861;blogger3;03.07.2022
10036610;blogger4;19.07.2022
10037524;blogger4;19.07.2022
10036344;blogger1;29.07.2022
10036405;blogger4;19.07.2022
10038633;blogger3;18.07.2022
10039373;blogger3;08.07.2022
10039672;blogger4;19.07.2022
10038097;blogger2;01.07.2022
10036422;blogger1;18.07.2022
10038115;blogger2;14.07.2022
10037448;blogger2;18.07.2022
10035485;blogger1;06.07.2022
10036714;blogger1;04.07.2022
10034871;blogger1;25.07.2022
10034898;blogger1;21.07.2022
10034751;blogger1;14.07.2022
10039634;blogger1;23.07.2022
10039419;blogger3;02.07.2022
10037550;blogger3;11.07.2022
10037452;blogger2;24.07.2022
10036562;blogger1;30.07.2022
10037650;blogger4;19.07.2022
10038804;blogger4;19.07.2022
10038211;blogger1;25.07.2022
10035724;blogger4;19.07.2022
10036124;blogger1;18.07.2022
10036669;blogger2;22.07.2022
10038582;blogger2;14.07.2022
10037893;blogger1;12.07.2022
10034598;blogger4;19.07.2022
10039686;blogger4;19.07.2022
10035911;blogger1;10.07.2022
10039339;blogger4;19.07.2022
10037700;blogger1;06.07.2022
10036676;blogger1;12.07.2022
10037742;blogger4;19.07.2022
10038880;blogger3;29.07.2022
10034922;blogger2;07.07.2022
10039254;blogger2;13.07.2022
10037744;blogger4;19.07.2022
10034662;blogger1;04.07.2022
10039013;blogger4;19.07.2022
10035381;blogger1;11.07.2022
10037457;blogger4;19.07.2022
10036772;blogger3;16.07.2022
10038816;blogger1;14.07.2022
10035431;blogger4;19.07.2022
10036773;blogger3;29.07.2022
10038738;blogger1;29.07.2022
10039702;blogger1;04.07.2022
10035677;blogger3;27.07.2022
10039417;blogger4;19.07.2022
10039043;blogger4;19.07.2022
10036957;blogger4;19.07.2022
10036364;blogger4;19.07.2022
10039079;blogger2;04.07.2022
10036702;blogger4;19.07.2022
10038616;blogger4;19.07.2022
10039800;blogger1;07.07.2022
10036564;blogger4;19.07.2022
10038706;blogger1;20.07.2022
10038027;blogger1;18.07.2022
10038877;blogger4;19.07.2022
10039472;blogger4;19.07.2022
10036057;blogger1;07.07.2022
10037054;blogger4;19.07.2022
10039195;blogger1;11.07.2022
10039389;blogger2;09.07.2022
10038179;blogger4;19.07.2022
10035178;blogger2;14.07.2022
10037797;blogger2;06.07.2022
10038109;blogger1;07.07.2022
10036527;blogger2;16.07.2022
10036245;blogger4;19.07.2022
10039710;blogger1;03.07.2022
10037487;blogger4;19.07.2022
10039046;blogger2;07.07.2022
10034587;blogger1;27.07.2022
10035934;blogger4;19.07.2022
10037976;blogger4;19.07.2022
10037629;blogger4;19.07.2022
10039281;blogger4;19.07.2022
10039488;blogger1;19.07.2022
10036618;blogger1;02.07.2022
10039604;blogger3;10.07.2022
10035326;blogger3;22.07.2022
10036641;blogger1;13.07.2022
10034969;blogger4;19.07.2022
10037798;blogger4;19.07.2022
10036372;blogger2;16.07.2022
10036510;blogger1;02.07.2022
10038736;blogger1;27.07.2022
10038266;blogger1;30.07.2022
10037884;blogger4;19.07.2022
10039268;blogger3;14.07.2022
10037484;blogger3;12.07.2022
10038132;blogger4;19.07.2022
10037039;blogger4;19.07.2022
10036721;blogger1;14.07.2022
10036974;blogger4;19.07.2022
10035557;blogger4;19.07.2022
10036678;blogger4;19.07.2022
10035639;blogger1;19.07.2022
10037598;blogger1;09.07.2022
10035907;blogger4;19.07.2022
10036506;blogger1;05.07.2022
10037284;blogger3;15.07.2022
10035944;blogger2;06.07.2022
10039645;blogger4;19.07.2022
10038483;blogger3;07.07.2022
10038308;blogger4;19.07.2022
10039344;blogger4;19.07.2022
10036348;blogger4;19.07.2022
10035173;blogger1;16.07.2022
10037737;blogger2;15.07.2022
10036961;blogger1;02.07.2022
10034754;blogger4;19.07.2022
10035443;blogger3;09.07.2022
10038212;blogger3;11.07.2022
10036879;blogger4;19.07.2022
10035397;blogger1;10.07.2022
10038838;blogger2;24.07.2022
10038075;blogger3;08.07.2022
10039773;blogger4;19.07.2022
10036205;blogger1;03.07.2022
10037710;blogger4;19.07.2022
10038136;blogger4;19.07.2022
10037467;blogger4;19.07.2022
10037517;blogger1;16.07.2022
10038434;blogger1;08.07.2022
10039430;blogger1;22.07.2022
10037420;blogger3;05.07.2022
10035820;blogger4;19.07.2022
10035611;blogger3;16.07.2022
10038210;blogger2;04.07.2022
10038690;blogger2;04.07.2022
10036350;blogger4;19.07.2022
10035353;blogger1;01.07.2022
10037764;blogger3;28.07.2022
10035727;blogger1;27.07.2022
10036472;blogger1;08.07.2022
10035551;blogger2;19.07.2022
10039230;blogger2;04.07.2022
10036998;blogger1;05.07.2022
10035585;blogger2;30.07.2022
10036681;blogger3;23.07.2022
10036798;blogger1;13.07.2022
10035314;blogger4;19.07.2022
10037152;blogger3;06.07.2022
10036409;blogger3;21.07.2022
10037232;blogger1;15.07.2022
10036915;blogger4;19.07.2022
10039454;blogger1;11.07.2022
10037366;blogger3;01.07.2022
10039234;blogger3;01.07.2022
10037248;blogger4;19.07.2022
10039587;blogger4;19.07.2022
10038872;blogger4;19.07.2022
10039440;blogger3;08.07.2022
10039703;blogger1;25.07.2022
10037139;blogger1;28.07.2022
10038727;blogger1;26.07.2022
10035379;blogger3;24.07.2022
10038305;blogger4;19.07.2022
10038510;blogger1;07.07.2022
10034734;blogger4;19.07.2022
10034876;blogger1;24.07.2022
10037792;blogger4;19.07.2022
10034978;blogger4;19.07.2022
10036653;blogger1;23.07.2022
10038105;blogger1;08.07.2022
10036563;blogger2;02.07.2022
10039347;blogger1;24.07.2022
10037118;blogger4;19.07.2022
10035923;blogger2;09.07.2022
10039309;blogger2;30.07.2022
10036194;blogger2;13.07.2022
10036227;blogger1;19.07.2022
10036313;blogger3;16.07.2022
10036477;blogger3;21.07.2022
10035470;blogger3;11.07.2022
10039741;blogger1;29.07.2022
10034831;blogger4;19.07.2022
10034904;blogger4;19.07.2022
10035493;blogger2;21.07.2022
10038260;blogger2;10.07.2022
10038989;blogger4;19.07.2022
10037047;blogger2;26.07.2022
10035747;blogger4;19.07.2022
10038734;blogger2;02.07.2022
10035109;blogger4;19.07.2022
10035751;blogger2;27.07.2022
10039059;blogger3;15.07.2022
10035835;blogger4;19.07.2022
10038456;blogger2;01.07.2022
10034919;blogger1;28.07.2022
10038235;blogger1;12.07.2022
10035575;blogger4;19.07.2022
10034594;blogger4;19.07.2022
10036345;blogger3;27.07.2022
10036440;blogger1;02.07.2022
10035151;blogger2;26.07.2022
10039045;blogger4;19.07.2022
10036986;blogger2;01.07.2022
10037870;blogger2;04.07.2022
10034834;blogger2;04.07.2022
10035765;blogger4;19.07.2022
10037092;blogger3;30.07.2022
10035188;blogger1;12.07.2022
10038670;blogger2;19.07.2022
10039631;blogger1;12.07.2022
10035541;blogger4;19.07.2022
10038358;blogger1;12.07.2022
10038875;blogger4;19.07.2022
10035576;blogger2;11.07.2022
10036605;blogger1;07.07.2022
10038708;blogger3;12.07.2022
10034723;blogger2;23.07.2022
10035453;blogger1;15.07.2022
10036108;blogger4;19.07.2022
10036101;blogger1;05.07.2022
10037823;blogger2;06.07.2022
10038940;blogger3;20.07.2022
10034913;blogger2;26.07.2022
10035175;blogger3;18.07.2022
10037329;blogger3;07.07.2022
10038744;blogger4;19.07.2022
10035896;blogger4;19.07.2022
10036373;blogger1;24.07.2022
10036759;blogger4;19.07.2022
10034690;blogger1;20.07.2022
10039131;blogger4;19.07.2022
10039653;blogger4;19.07.2022
10036509;blogger1;18.07.2022
10039783;blogger2;14.07.2022
10037206;blogger4;19.07.2022
10039379;blogger4;19.07.2022
10038406;blogger1;01.07.2022
10034644;blogger3;30.07.2022
10037097;blogger3;13.07.2022
10035951;blogger1;19.07.2022
10034612;blogger4;19.07.2022
10037630;blogger4;19.07.2022
10035278;blogger2;27.07.2022
10039350;blogger1;17.07.2022
10039603;blogger4;19.07.2022
10034928;blogger1;16.07.2022
10038564;blogger1;25.07.2022
10039007;blogger4;19.07.2022
10037691;blogger4;19.07.2022
10039371;blogger4;19.07.2022
10035167;blogger4;19.07.2022
10037155;blogger4;19.07.2022
10034780;blogger4;19.07.2022
10037945;blogger4;19.07.2022
